Station ID,Sample Date (mm/dd/yyyy),Plot Size (m2),Total Plot Aboveground Live Biomass (g/m2),Total Plot Aboveground Dead Biomass (g/m2),Scientific Name As Originally Observed,Common Name As Originally Observed,Scientific Name as Currently Recognized,Common Name as Currently Recognized,Live stems (N),Average Live Stem Height (cm),Standard Error Live Stem Height (cm),Average Live Stem Diameter (mm),Standard Error Live Stem Diameter (mm),Aboveground Live Biomass (g/m2),Total Carbon (mg/g),Total Nitrogen (mg/g),Total Phosphorus (mg/kg),Organization,Personnel,Comments,Latitude,Longitude
CRMS0398-BAG01,6/11/2019,0.25,827.68,71.40,Spartina patens (Aiton) Muhl.,Marshhay Cordgrass,Spartina patens (Aiton) Muhl.,Marshhay Cordgrass,,,,,,,,,,U.S. GEOL SURVEY (USGS),S Finn,No Spartina patens data available/missing data in aboveground biomass plot. Associated tissue nutrient data will be available.,29.38608920,-90.91747168
CRMS0398-BAG02,6/11/2019,0.25,1053.80,42.52,Spartina patens (Aiton) Muhl.,Marshhay Cordgrass,Spartina patens (Aiton) Muhl.,Marshhay Cordgrass,,,,,,,,,,U.S. GEOL SURVEY (USGS),S Finn,No Spartina patens data available/missing data in aboveground biomass plot. Associated tissue nutrient data will be available.,29.38605248,-90.91743122
CRMS0398-BAG03,6/11/2019,0.25,1371.60,297.24,Spartina patens (Aiton) Muhl.,Marshhay Cordgrass,Spartina patens (Aiton) Muhl.,Marshhay Cordgrass,,,,,,,,,,U.S. GEOL SURVEY (USGS),S Finn,No Spartina patens data available/missing data in aboveground biomass plot. Associated tissue nutrient data will be available.,29.38601640,-90.91743195
CRMS0399-BAG01,6/13/2019,0.25,1032.80,773.44,Spartina patens (Aiton) Muhl.,Marshhay Cordgrass,Spartina patens (Aiton) Muhl.,Marshhay Cordgrass,317,87.6,7.6,2.6,0.2,898.68,,,,U.S. GEOL SURVEY (USGS),K Hamm,,29.29962902,-91.10535693
CRMS0399-BAG02,6/13/2019,0.25,972.76,1317.28,Spartina patens (Aiton) Muhl.,Marshhay Cordgrass,Spartina patens (Aiton) Muhl.,Marshhay Cordgrass,225,100.5,5.5,3.2,0.5,959.24,,,,U.S. GEOL SURVEY (USGS),S Finn,,29.29964677,-91.10533602
CRMS0399-BAG03,6/13/2019,0.25,1519.80,1771.36,Spartina patens (Aiton) Muhl.,Marshhay Cordgrass,Spartina patens (Aiton) Muhl.,Marshhay Cordgrass,326,91.6,4.1,2.0,0.5,1350.96,,,,U.S. GEOL SURVEY (USGS),S Finn,,29.29962829,-91.10530548
CRMS0434-BAG01,6/25/2019,0.25,346.52,89.84,Spartina alterniflora Loisel.,smooth cordgrass,Spartina alterniflora Loisel.,smooth cordgrass,22,90.1,3.6,7.8,0.4,203.68,,,,U.S. GEOL SURVEY (USGS),S Finn,,29.32321723,-90.73129447
CRMS0434-BAG02,6/25/2019,0.25,683.04,30.44,Spartina alterniflora Loisel.,smooth cordgrass,Spartina alterniflora Loisel.,smooth cordgrass,22,93.2,11.5,9.4,0.9,356.88,,,,U.S. GEOL SURVEY (USGS),S Finn,,29.32319885,-90.73127428
CRMS0434-BAG03,6/25/2019,0.25,563.00,6.44,Spartina alterniflora Loisel.,smooth cordgrass,Spartina alterniflora Loisel.,smooth cordgrass,5,89.5,17.7,11.6,1.0,108.80,,,,U.S. GEOL SURVEY (USGS),S Finn,,29.32318098,-90.73128497
CRMS0463-BAG01,7/1/2020,0.25,507.86,163.86,Panicum hemitomon Schult.,maidencane,Panicum hemitomon Schult.,maidencane,186,84.6,11.0,4.0,0.6,495.20,,,,U.S. GEOL SURVEY (USGS),T Lewis,"all stems were broken, did not measure. ",29.49116551,-91.32300590
CRMS0463-BAG02,7/1/2020,0.25,532.42,321.08,Panicum hemitomon Schult.,maidencane,Panicum hemitomon Schult.,maidencane,181,,,,,524.00,,,,U.S. GEOL SURVEY (USGS),T Lewis,"all stems were broken, did not measure. ",29.49113806,-91.32297541
CRMS0463-BAG03,7/1/2020,0.25,736.67,241.76,Panicum hemitomon Schult.,maidencane,Panicum hemitomon Schult.,maidencane,,,,,,389.12,,,,U.S. GEOL SURVEY (USGS),T Lewis,"all  Panicum hemitomon stems were broken, did not measure; no whole stems of Typha L. to measure",29.49118304,-91.32296436
CRMS0463-BAG03,7/1/2020,0.25,736.67,241.76,Typha L.,cattail,Typha L.,cattail,,,,,,279.44,,,,U.S. GEOL SURVEY (USGS),T Lewis,"all  Panicum hemitomon stems were broken, did not measure; no whole stems of Typha L. to measure",29.49118304,-91.32296436
CRMS0464-BAG01,6/3/2019,0.25,1526.40,1041.48,Zizaniopsis miliacea (Michx.) Döll & Asch.,giant cutgrass,Zizaniopsis miliacea (Michx.) Döll & Asch.,giant cutgrass,19,182.2,19.3,32.4,3.7,1259.48,,,,U.S. GEOL SURVEY (USGS),S Finn,,29.51815269,-91.38630742
CRMS0464-BAG02,6/3/2019,0.25,1259.56,255.80,Zizaniopsis miliacea (Michx.) Döll & Asch.,giant cutgrass,Zizaniopsis miliacea (Michx.) Döll & Asch.,giant cutgrass,19,180.7,14.6,34.8,4.9,1058.20,,,,U.S. GEOL SURVEY (USGS),S Finn,,29.51815407,-91.38642089
CRMS0464-BAG03,6/3/2019,0.25,483.56,170.52,Zizaniopsis miliacea (Michx.) Döll & Asch.,giant cutgrass,Zizaniopsis miliacea (Michx.) Döll & Asch.,giant cutgrass,7,171.4,12.3,27.8,4.5,368.88,,,,U.S. GEOL SURVEY (USGS),S Finn,,29.51813628,-91.38644180
CRMS0465-BAG01,6/3/2019,0.25,523.64,40.24,Sagittaria lancifolia L.,Bulltongue,Sagittaria lancifolia L.,Bulltongue,24,109.7,5.5,21.2,1.6,270.68,,,,U.S. GEOL SURVEY (USGS),S Finn,,29.53752094,-91.38441083
CRMS0465-BAG02,6/3/2019,0.25,943.92,139.40,Sagittaria lancifolia L.,Bulltongue,Sagittaria lancifolia L.,Bulltongue,50,99.9,9.3,22.4,2.9,466.52,,,,U.S. GEOL SURVEY (USGS),S Finn,,29.53754813,-91.38442072
CRMS0465-BAG03,6/3/2019,0.25,626.12,110.80,Sagittaria lancifolia L.,Bulltongue,Sagittaria lancifolia L.,Bulltongue,27,135.0,30.4,22.4,1.5,400.12,,,,U.S. GEOL SURVEY (USGS),S Finn,,29.53758409,-91.38440983
CRMS0479-BAG01,6/4/2019,0.25,822.16,11.52,Colocasia esculenta (L.) Schott,coco yam,Colocasia esculenta (L.) Schott,coco yam,33,45.2,4.3,23.2,2.9,369.76,,,,U.S. GEOL SURVEY (USGS),S Finn,,29.52342480,-91.44942769
CRMS0479-BAG02,6/4/2019,0.25,787.80,18.64,Colocasia esculenta (L.) Schott,coco yam,Colocasia esculenta (L.) Schott,coco yam,49,70.4,9.1,23.4,3.4,437.44,,,,U.S. GEOL SURVEY (USGS),S Finn,,29.52343334,-91.44938629
CRMS0479-BAG03,6/4/2019,0.25,648.72,22.64,Colocasia esculenta (L.) Schott,coco yam,Colocasia esculenta (L.) Schott,coco yam,47,75.3,8.1,23.8,3.1,468.80,,,,U.S. GEOL SURVEY (USGS),S Finn,,29.52337836,-91.44931491
CRMS0482-BAG01,6/23/2020,0.25,964.63,260.32,Sagittaria lancifolia L.,Bulltongue,Sagittaria lancifolia L.,Bulltongue,9,107.3,7.6,20.4,3.2,257.04,,,,U.S. GEOL SURVEY (USGS),T Lewis,,29.58574516,-91.35457200
CRMS0482-BAG02,6/23/2020,0.25,155.66,94.02,Sagittaria lancifolia L.,Bulltongue,Sagittaria lancifolia L.,Bulltongue,,,,,,32.06,,,,U.S. GEOL SURVEY (USGS),T Lewis,Sagittaria lancifolia too mushy to count,29.58571835,-91.35459308
CRMS0482-BAG03,6/23/2020,0.25,465.66,66.74,Sagittaria lancifolia L.,Bulltongue,Sagittaria lancifolia L.,Bulltongue,2,11.0,1.0,22.5,6.5,137.82,,,,U.S. GEOL SURVEY (USGS),T Lewis,,29.58573665,-91.35461343
CRMS0488-BAG01,6/30/2020,0.25,804.87,151.12,Sagittaria lancifolia L.,Bulltongue,Sagittaria lancifolia L.,Bulltongue,3,103.0,8.5,30.7,3.5,263.08,,,,U.S. GEOL SURVEY (USGS),T Lewis,,29.70684664,-91.54587605
CRMS0488-BAG02,6/30/2020,0.25,340.14,138.78,Sagittaria lancifolia L.,Bulltongue,Sagittaria lancifolia L.,Bulltongue,3,80.7,3.3,23.3,1.5,216.88,,,,U.S. GEOL SURVEY (USGS),T Lewis,,29.70683762,-91.54587618
CRMS0488-BAG03,6/30/2020,0.25,623.07,86.94,Sagittaria lancifolia L.,Bulltongue,Sagittaria lancifolia L.,Bulltongue,,,,,,246.88,,,,U.S. GEOL SURVEY (USGS),T Lewis,Sagittaria lancifolia too mushy to count,29.70685521,-91.54583458
CRMS0496-BAG01,6/19/2020,0.25,546.38,236.72,Sagittaria lancifolia L.,Bulltongue,Sagittaria lancifolia L.,Bulltongue,,,,,,443.40,,,,U.S. GEOL SURVEY (USGS),T Lewis,Sagittaria lancifolia too mushy to count,29.63069905,-91.54773554
CRMS0496-BAG02,6/19/2020,0.25,404.74,131.86,Sagittaria lancifolia L.,Bulltongue,Sagittaria lancifolia L.,Bulltongue,2,105.8,2.8,29.0,1.0,277.60,,,,U.S. GEOL SURVEY (USGS),T Lewis,,29.63069905,-91.54773554
CRMS0496-BAG03,6/19/2020,0.25,449.86,114.54,Sagittaria lancifolia L.,Bulltongue,Sagittaria lancifolia L.,Bulltongue,1,107.5,0.0,66.0,0.0,291.64,,,,U.S. GEOL SURVEY (USGS),T Lewis,,29.63070819,-91.54774574
CRMS0498-BAG01,7/26/2018,0.25,876.80,3779.80,Spartina patens (Aiton) Muhl.,Marshhay Cordgrass,Spartina patens (Aiton) Muhl.,Marshhay Cordgrass,486,86.8,5.9,2.6,0.2,858.72,450.80,12.71,1437.11,U.S. GEOL SURVEY (USGS),B Patton/K Hamm,,29.50013537,-91.84928159
CRMS0498-BAG02,7/26/2018,0.25,1048.92,4060.60,Spartina patens (Aiton) Muhl.,Marshhay Cordgrass,Spartina patens (Aiton) Muhl.,Marshhay Cordgrass,744,91.8,7.1,2.2,0.2,1048.92,451.43,11.76,1318.62,U.S. GEOL SURVEY (USGS),B Patton/K Hamm,,29.50079408,-91.84927414
CRMS0498-BAG03,7/26/2018,0.25,1180.00,2849.40,Spartina patens (Aiton) Muhl.,Marshhay Cordgrass,Spartina patens (Aiton) Muhl.,Marshhay Cordgrass,826,88.9,4.1,2.2,0.2,1180.00,447.22,10.49,1233.40,U.S. GEOL SURVEY (USGS),B Patton/K Hamm,,29.50059583,-91.84930733
CRMS0501-BAG01,6/23/2020,0.25,2274.10,754.84,Spartina patens (Aiton) Muhl.,Marshhay Cordgrass,Spartina patens (Aiton) Muhl.,Marshhay Cordgrass,154,138.6,16.8,2.8,0.2,2167.76,,,,U.S. GEOL SURVEY (USGS),T Lewis,,29.63579679,-92.26250492
CRMS0501-BAG02,6/23/2020,0.25,1199.74,342.54,Spartina patens (Aiton) Muhl.,Marshhay Cordgrass,Spartina patens (Aiton) Muhl.,Marshhay Cordgrass,199,96.3,6.7,2.4,0.4,1094.68,,,,U.S. GEOL SURVEY (USGS),T Lewis,,29.63580576,-92.26249452
CRMS0501-BAG03,6/23/2020,0.25,1061.35,285.38,Typha L.,cattail,Typha L.,cattail,2,142.0,38.0,27.0,9.0,78.54,,,,U.S. GEOL SURVEY (USGS),T Lewis,,29.63578783,-92.26251531
CRMS0501-BAG03,6/23/2020,0.25,1061.35,285.38,Spartina patens (Aiton) Muhl.,Marshhay Cordgrass,Spartina patens (Aiton) Muhl.,Marshhay Cordgrass,84,94.0,5.0,2.6,0.2,718.60,,,,U.S. GEOL SURVEY (USGS),T Lewis,,29.63578783,-92.26251531
CRMS0508-BAG01,7/8/2020,0.25,357.83,663.68,Typha L.,cattail,Typha L.,cattail,3,138.2,5.4,18.0,2.1,72.76,,,,U.S. GEOL SURVEY (USGS),T Lewis,,29.63992615,-92.22694734
CRMS0508-BAG02,7/8/2020,0.25,759.39,536.24,Typha L.,cattail,Typha L.,cattail,2,192.0,43.5,32.5,10.5,217.14,,,,U.S. GEOL SURVEY (USGS),T Lewis,,29.63992627,-92.22696800
CRMS0508-BAG02,7/8/2020,0.25,759.39,536.24,Spartina patens (Aiton) Muhl.,Marshhay Cordgrass,Spartina patens (Aiton) Muhl.,Marshhay Cordgrass,97,103.1,5.1,2.6,0.2,512.92,,,,U.S. GEOL SURVEY (USGS),T Lewis,,29.63992627,-92.22696800
CRMS0508-BAG03,7/8/2020,0.25,549.51,439.08,Schoenoplectus americanus (Pers.) Volkart ex Schinz & R. Keller,Olney Bulrush,Schoenoplectus americanus (Pers.) Volkart ex Schinz & R. Keller,Olney Bulrush,65,11.2,1.0,7.6,0.5,533.04,,,,U.S. GEOL SURVEY (USGS),T Lewis,"Typha was not in good shape, unable to properly measure ",29.63994426,-92.22695753
CRMS0508-BAG03,7/8/2020,0.25,549.51,439.08,Typha L.,cattail,Typha L.,cattail,,,,,,8.26,,,,U.S. GEOL SURVEY (USGS),T Lewis,"Typha was not in good shape, unable to properly measure ",29.63994426,-92.22695753
CRMS0511-BAG01,7/31/2020,0.25,733.39,0.00,Typha L.,cattail,Typha L.,cattail,5,180.1,19.9,29.0,3.6,558.16,,,,U.S. GEOL SURVEY (USGS),T Lewis,no dead biomass ,29.88949592,-91.97720478
CRMS0511-BAG02,7/31/2020,0.25,443.75,254.60,Typha L.,cattail,Typha L.,cattail,3,180.9,11.7,27.0,8.5,306.60,,,,U.S. GEOL SURVEY (USGS),T Lewis,,29.88950486,-91.97719433
CRMS0511-BAG03,7/31/2020,0.25,385.06,66.24,Typha L.,cattail,Typha L.,cattail,1,166.0,0.0,20.0,0.0,88.78,,,,U.S. GEOL SURVEY (USGS),T Lewis,,29.88948698,-91.97721522
CRMS0522-BAG01,7/26/2018,0.25,1643.92,1140.80,Spartina patens (Aiton) Muhl.,Marshhay Cordgrass,Spartina patens (Aiton) Muhl.,Marshhay Cordgrass,849,76.6,7.9,2.4,0.2,1401.40,449.99,6.61,875.44,U.S. GEOL SURVEY (USGS),B Patton/K Hamm,,29.49966408,-91.83042953
CRMS0522-BAG02,7/26/2018,0.25,1238.36,1234.96,Spartina patens (Aiton) Muhl.,Marshhay Cordgrass,Spartina patens (Aiton) Muhl.,Marshhay Cordgrass,667,71.7,6.1,2.0,0.0,925.00,439.57,7.70,1252.87,U.S. GEOL SURVEY (USGS),B Patton/K Hamm,,29.49969116,-91.83042922
CRMS0522-BAG03,7/26/2018,0.25,1408.20,935.76,Spartina patens (Aiton) Muhl.,Marshhay Cordgrass,Spartina patens (Aiton) Muhl.,Marshhay Cordgrass,796,74.9,4.2,2.4,0.2,1278.08,441.05,6.90,1014.65,U.S. GEOL SURVEY (USGS),B Patton/K Hamm,,29.49971804,-91.83040828
CRMS0523-BAG01,7/26/2018,0.25,1373.20,912.44,Spartina patens (Aiton) Muhl.,Marshhay Cordgrass,Spartina patens (Aiton) Muhl.,Marshhay Cordgrass,592,73.0,5.3,2.0,0.0,697.36,437.76,9.44,1265.70,U.S. GEOL SURVEY (USGS),B Patton/K Hamm,,29.57709398,-91.82143387
CRMS0523-BAG01,7/26/2018,0.25,1373.20,912.44,Sagittaria lancifolia L.,Bulltongue,Sagittaria lancifolia L.,Bulltongue,,,,,,0.00,434.83,31.03,2051.16,U.S. GEOL SURVEY (USGS),B Patton/K Hamm,,29.57709398,-91.82143387
CRMS0523-BAG02,7/26/2018,0.25,1076.12,652.36,Spartina patens (Aiton) Muhl.,Marshhay Cordgrass,Spartina patens (Aiton) Muhl.,Marshhay Cordgrass,732,65.0,3.1,2.6,0.2,1008.36,445.28,8.74,1238.65,U.S. GEOL SURVEY (USGS),B Patton/K Hamm,,29.57748207,-91.82143968
CRMS0523-BAG03,7/26/2018,0.25,1936.92,1973.20,Spartina patens (Aiton) Muhl.,Marshhay Cordgrass,Spartina patens (Aiton) Muhl.,Marshhay Cordgrass,1324,76.7,3.1,2.2,0.2,1799.64,439.07,9.87,1452.23,U.S. GEOL SURVEY (USGS),B Patton/K Hamm,,29.57779825,-91.82147731
CRMS0529-BAG01,7/26/2018,0.25,309.76,950.44,Spartina patens (Aiton) Muhl.,Marshhay Cordgrass,Spartina patens (Aiton) Muhl.,Marshhay Cordgrass,49,59.6,9.0,2.0,0.0,127.88,441.27,11.68,1561.29,U.S. GEOL SURVEY (USGS),B Patton/K Hamm,,29.59771961,-91.92184054
CRMS0529-BAG01,7/26/2018,0.25,309.76,950.44,Spartina alterniflora Loisel.,smooth cordgrass,Spartina alterniflora Loisel.,smooth cordgrass,10,85.5,10.6,6.8,0.4,50.36,425.03,14.27,1095.00,U.S. GEOL SURVEY (USGS),B Patton/K Hamm,,29.59771961,-91.92184054
CRMS0529-BAG02,7/26/2018,0.25,688.52,1673.92,Spartina patens (Aiton) Muhl.,Marshhay Cordgrass,Spartina patens (Aiton) Muhl.,Marshhay Cordgrass,287,84.8,5.6,2.0,0.0,630.64,444.68,9.55,1159.60,U.S. GEOL SURVEY (USGS),B Patton/K Hamm,,29.59776489,-91.92186071
CRMS0529-BAG02,7/26/2018,0.25,688.52,1673.92,Spartina alterniflora Loisel.,smooth cordgrass,Spartina alterniflora Loisel.,smooth cordgrass,1,66.7,0.0,9.0,,24.36,419.92,12.97,1041.46,U.S. GEOL SURVEY (USGS),B Patton/K Hamm,,29.59776489,-91.92186071
CRMS0529-BAG03,7/26/2018,0.25,1488.96,1540.48,Spartina patens (Aiton) Muhl.,Marshhay Cordgrass,Spartina patens (Aiton) Muhl.,Marshhay Cordgrass,277,93.5,12.9,2.6,0.4,851.40,439.19,9.65,1269.89,U.S. GEOL SURVEY (USGS),B Patton/K Hamm,,29.59780116,-91.92188097
CRMS0529-BAG03,7/26/2018,0.25,1488.96,1540.48,Spartina alterniflora Loisel.,smooth cordgrass,Spartina alterniflora Loisel.,smooth cordgrass,6,88.5,19.1,9.2,1.8,139.08,418.34,13.48,1063.18,U.S. GEOL SURVEY (USGS),B Patton/K Hamm,,29.59780116,-91.92188097
CRMS0530-BAG01,7/3/2018,0.25,600.76,3165.24,Spartina patens (Aiton) Muhl.,Marshhay Cordgrass,Spartina patens (Aiton) Muhl.,Marshhay Cordgrass,281,59.4,7.0,3.0,0.0,569.60,448.85,9.48,1200.78,U.S. GEOL SURVEY (USGS),B Patton/K Hamm,,29.57834421,-92.00988376
CRMS0530-BAG02,7/3/2018,0.25,686.76,1454.44,Spartina patens (Aiton) Muhl.,Marshhay Cordgrass,Spartina patens (Aiton) Muhl.,Marshhay Cordgrass,336,73.2,3.4,2.6,0.2,633.72,449.93,9.21,1156.00,U.S. GEOL SURVEY (USGS),B Patton/K Hamm,,29.57837151,-92.00991447
CRMS0530-BAG03,7/3/2018,0.25,414.56,541.40,Spartina patens (Aiton) Muhl.,Marshhay Cordgrass,Spartina patens (Aiton) Muhl.,Marshhay Cordgrass,258,54.9,8.5,2.6,0.2,233.24,443.70,8.41,1039.39,U.S. GEOL SURVEY (USGS),B Patton/K Hamm,,29.57838084,-92.00995567
CRMS0531-BAG01,7/31/2020,0.25,428.47,348.00,Schoenoplectus americanus (Pers.) Volkart ex Schinz & R. Keller,Olney Bulrush,Schoenoplectus americanus (Pers.) Volkart ex Schinz & R. Keller,Olney Bulrush,69,135.7,13.9,5.0,0.7,255.88,,,,U.S. GEOL SURVEY (USGS),C. Laurenzo,,29.85704367,-91.95053613
CRMS0531-BAG02,7/31/2020,0.25,16.74,322.32,Schoenoplectus americanus (Pers.) Volkart ex Schinz & R. Keller,Olney Bulrush,Schoenoplectus americanus (Pers.) Volkart ex Schinz & R. Keller,Olney Bulrush,,,,,,,,,,U.S. GEOL SURVEY (USGS),T Lewis,"all Schoenoplectus americanus (SCAM) dead, no live stems",29.85705261,-91.95052569
CRMS0531-BAG03,7/31/2020,0.25,75.38,429.00,Spartina alterniflora Loisel.,smooth cordgrass,Spartina alterniflora Loisel.,smooth cordgrass,1,66.9,0.0,3.0,0.0,9.82,,,,U.S. GEOL SURVEY (USGS),T Lewis,,29.85703473,-91.95054658
CRMS0531-BAG03,7/31/2020,0.25,75.38,429.00,Schoenoplectus americanus (Pers.) Volkart ex Schinz & R. Keller,Olney Bulrush,Schoenoplectus americanus (Pers.) Volkart ex Schinz & R. Keller,Olney Bulrush,24,59.4,5.8,3.7,0.2,41.66,,,,U.S. GEOL SURVEY (USGS),T Lewis,,29.85703473,-91.95054658
CRMS0535-BAG01,6/9/2020,0.25,931.24,782.80,Spartina patens (Aiton) Muhl.,Marshhay Cordgrass,Spartina patens (Aiton) Muhl.,Marshhay Cordgrass,367,70.5,8.0,2.4,0.2,931.24,,,,U.S. GEOL SURVEY (USGS),A. Leede,,29.64260228,-91.16760133
CRMS0535-BAG02,6/9/2020,0.25,351.02,508.48,Spartina patens (Aiton) Muhl.,Marshhay Cordgrass,Spartina patens (Aiton) Muhl.,Marshhay Cordgrass,142,65.1,6.8,2.9,0.3,351.02,,,,U.S. GEOL SURVEY (USGS),A. Leede,,29.64259341,-91.16761182
CRMS0535-BAG03,6/10/2020,0.25,558.42,2249.60,Spartina patens (Aiton) Muhl.,Marshhay Cordgrass,Spartina patens (Aiton) Muhl.,Marshhay Cordgrass,164,80.7,4.8,2.1,0.3,551.96,,,,U.S. GEOL SURVEY (USGS),A. Leede,,29.64261116,-91.16759084
CRMS0545-BAG01,6/30/2020,0.25,432.09,10.10,Typha L.,cattail,Typha L.,cattail,1,124.0,0.0,24.1,0.0,22.74,,,,U.S. GEOL SURVEY (USGS),T Lewis,,29.71181277,-91.60060055
CRMS0545-BAG01,6/30/2020,0.25,432.09,10.10,Panicum hemitomon Schult.,maidencane,Panicum hemitomon Schult.,maidencane,112,81.8,5.0,3.9,0.5,289.32,,,,U.S. GEOL SURVEY (USGS),T Lewis,,29.71181277,-91.60060055
CRMS0545-BAG02,6/30/2020,0.25,579.83,56.50,Typha L.,cattail,Typha L.,cattail,2,225.8,17.5,25.9,0.8,343.84,,,,U.S. GEOL SURVEY (USGS),T Lewis,,29.71182168,-91.60059009
CRMS0545-BAG03,6/30/2020,0.25,402.58,6.10,Panicum hemitomon Schult.,maidencane,Panicum hemitomon Schult.,maidencane,229,62.5,1.3,3.0,0.1,312.80,,,,U.S. GEOL SURVEY (USGS),T Lewis,,29.71183060,-91.60057963
CRMS0549-BAG01,8/4/2020,0.25,344.79,430.00,Sagittaria lancifolia L.,Bulltongue,Sagittaria lancifolia L.,Bulltongue,,,,,,180.80,,,,U.S. GEOL SURVEY (USGS),T Lewis,"most Sagittaria lancifolia dead, ones that weren't were too mushy to count, no measurements taken ",29.83440381,-91.85200087
CRMS0549-BAG02,8/4/2020,0.25,452.39,276.40,Sagittaria lancifolia L.,Bulltongue,Sagittaria lancifolia L.,Bulltongue,6,107.3,9.1,6.1,0.6,161.60,,,,U.S. GEOL SURVEY (USGS),T Lewis,,29.83439487,-91.85201132
CRMS0549-BAG03,8/4/2020,0.25,766.79,278.68,Sagittaria lancifolia L.,Bulltongue,Sagittaria lancifolia L.,Bulltongue,7,121.8,10.2,21.2,2.5,368.80,,,,U.S. GEOL SURVEY (USGS),T Lewis,,29.83438594,-91.85202177
CRMS0550-BAG01,8/4/2020,0.25,391.19,363.60,Typha L.,cattail,Typha L.,cattail,2,199.0,0.0,35.0,0.0,279.60,,,,U.S. GEOL SURVEY (USGS),T Lewis,"only 2 Typha stems, and Typha had missing leaf so didn't measure; no measureable Sagittaria lancifolia, all stems too mushy to measure ",29.76550210,-91.69859579
CRMS0550-BAG01,8/4/2020,0.25,391.19,363.60,Sagittaria lancifolia L.,Bulltongue,Sagittaria lancifolia L.,Bulltongue,,,,,,40.30,,,,U.S. GEOL SURVEY (USGS),T Lewis,"only 2 Typha stems, and Typha had missing leaf so didn't measure; no measureable Sagittaria lancifolia, all stems too mushy to measure ",29.76550210,-91.69859579
CRMS0550-BAG02,8/4/2020,0.25,530.79,285.20,Sagittaria lancifolia L.,Bulltongue,Sagittaria lancifolia L.,Bulltongue,3,120.3,2.2,31.8,6.3,171.60,,,,U.S. GEOL SURVEY (USGS),T Lewis,,29.76549318,-91.69860624
CRMS0550-BAG02,8/4/2020,0.25,530.79,285.20,Typha L.,cattail,Typha L.,cattail,2,166.0,24.0,23.4,5.9,96.00,,,,U.S. GEOL SURVEY (USGS),T Lewis,,29.76549318,-91.69860624
CRMS0550-BAG03,8/4/2020,0.25,909.19,230.80,Typha L.,cattail,Typha L.,cattail,3,249.0,20.7,22.3,2.1,672.00,,,,U.S. GEOL SURVEY (USGS),T Lewis,,29.76548426,-91.69861670
CRMS0551-BAG01,6/30/2020,0.25,728.94,278.84,Sagittaria lancifolia L.,Bulltongue,Sagittaria lancifolia L.,Bulltongue,8,106.8,6.2,25.8,3.4,656.12,,,,U.S. GEOL SURVEY (USGS),T Lewis,,29.69995671,-91.54214079
CRMS0551-BAG02,6/30/2020,0.25,383.82,209.76,Sagittaria lancifolia L.,Bulltongue,Sagittaria lancifolia L.,Bulltongue,1,111.0,0.0,38.5,0.0,355.04,,,,U.S. GEOL SURVEY (USGS),T Lewis,,29.69995717,-91.54218213
CRMS0551-BAG03,6/30/2020,0.25,384.30,144.66,Sagittaria lancifolia L.,Bulltongue,Sagittaria lancifolia L.,Bulltongue,4,305.3,198.9,20.0,2.0,291.24,,,,U.S. GEOL SURVEY (USGS),T Lewis,,29.69994792,-91.54216159
CRMS0552-BAG01,6/19/2020,0.25,903.55,123.98,Zizaniopsis miliacea (Michx.) Döll & Asch.,giant cutgrass,Zizaniopsis miliacea (Michx.) Döll & Asch.,giant cutgrass,11,140.2,16.3,10.0,1.2,529.84,,,,U.S. GEOL SURVEY (USGS),A. Leede,,29.79499923,-92.13575327
CRMS0552-BAG02,6/19/2020,0.25,1587.87,324.72,Zizaniopsis miliacea (Michx.) Döll & Asch.,giant cutgrass,Zizaniopsis miliacea (Michx.) Döll & Asch.,giant cutgrass,17,191.6,10.3,11.5,1.2,1315.72,,,,U.S. GEOL SURVEY (USGS),A. Leede,,29.79499027,-92.13576369
CRMS0552-BAG03,6/19/2020,0.25,894.39,307.36,Zizaniopsis miliacea (Michx.) Döll & Asch.,giant cutgrass,Zizaniopsis miliacea (Michx.) Döll & Asch.,giant cutgrass,10,193.8,34.9,29.4,3.6,572.56,,,,U.S. GEOL SURVEY (USGS),T Lewis,,29.79498132,-92.13577412
CRMS0556-BAG01,6/16/2020,0.25,488.27,195.48,Sagittaria latifolia Willd.,broadleaf arrowhead,Sagittaria latifolia Willd.,broadleaf arrowhead,,,,,,90.52,,,,U.S. GEOL SURVEY (USGS),T Lewis,Sagittaria latifolia too mushy to count ,29.90976870,-92.78767271
CRMS0556-BAG02,6/16/2020,0.25,259.20,36.54,Sagittaria latifolia Willd.,broadleaf arrowhead,Sagittaria latifolia Willd.,broadleaf arrowhead,,,,,,73.94,,,,U.S. GEOL SURVEY (USGS),T Lewis,Sagittaria latifolia too mushy to count ,29.90975969,-92.78768309
CRMS0556-BAG03,6/16/2020,0.25,346.51,262.68,Sagittaria lancifolia L.,Bulltongue,Sagittaria lancifolia L.,Bulltongue,1,131.0,0.0,42.0,0.0,135.80,,,,U.S. GEOL SURVEY (USGS),T Lewis,Sagittaria latifolia too mushy to count ,29.90975069,-92.78769347
CRMS0556-BAG03,6/16/2020,0.25,346.51,262.68,Sagittaria latifolia Willd.,broadleaf arrowhead,Sagittaria latifolia Willd.,broadleaf arrowhead,,,,,,22.06,,,,U.S. GEOL SURVEY (USGS),T Lewis,Sagittaria latifolia too mushy to count ,29.90975069,-92.78769347
