"Station_ID","Tide_Amp (ft)","calendar_year","min_date","max_date","90th%Upper_water_level (ft NAVD88)","10%thLower_water_level (ft NAVD88)","avg_water_level (ft NAVD88)","avg_flooding (ft)","90%thUpper_flooding (ft)","10%thLower_flooding (ft)","GEOID","std_deviation_water_level(ft NAVD88)","std_deviation_avg_flooding (ft)",
"CRMS0392-H01","0.06681601","2011","1/1/2011 12:00:00 AM","12/31/2011 11:00:00 PM","1.78","0.66","1.3","0.06","0.54","-0.58","GEOID99   ","0.5","0.5",
"CRMS0392-H01","0.06869077","2012","1/1/2012 12:00:00 AM","12/31/2012 11:00:00 PM","1.94","1","1.48","0.25","0.7","-0.24","GEOID99   ","0.38","0.38",
"CRMS0392-H01","0.07339486","2013","1/1/2013 12:00:00 AM","9/30/2013 11:00:00 PM","2","0.38","1.26","0.28","0.821","-0.369","GEOID99   ","0.63","0.46",
"CRMS0392-H01","0.07339486","2013","10/1/2013 12:00:00 AM","12/31/2013 11:00:00 PM","2","0.38","1.26","0.28","0.821","-0.369","GEOID12A  ","0.63","0.46",
"CRMS0392-H01","0.06988911","2014","1/1/2014 12:00:00 AM","12/31/2014 11:00:00 PM","0.95","-0.2","0.39","0.16","0.721","-0.429","GEOID12A  ","0.44","0.44",
"CRMS0392-H01","0.07349166","2015","1/1/2015 12:00:00 AM","12/31/2015 11:00:00 PM","1.14","-0.14","0.54","0.31","0.912","-0.367","GEOID12A  ","0.51","0.51",
"CRMS0392-H01","0.06787337","2016","1/1/2016 12:00:00 AM","12/31/2016 11:00:00 PM","1.32","0.24","0.79","0.56","1.093","0.007","GEOID12A  ","0.43","0.43",
"CRMS0392-H01","0.06787782","2017","1/1/2017 12:00:00 AM","12/31/2017 11:00:00 PM","1.27","0","0.66","0.43","1.041","-0.23","GEOID12A  ","0.5","0.5",
"CRMS0392-H01","0.07221849","2018","1/1/2018 12:00:00 AM","12/31/2018 11:00:00 PM","1.17","-0.04","0.55","0.32","0.944","-0.27","GEOID12A  ","0.5","0.5",
"CRMS0392-H01","0.07058664","2019","1/1/2019 12:00:00 AM","12/31/2019 11:00:00 PM","1.39","0.17","0.79","0.56","1.156","-0.056","GEOID12A  ","0.44","0.44",
"CRMS0392-H01","0.0616942","2020","1/1/2020 12:00:00 AM","12/31/2020 11:00:00 PM","1.34","0.15","0.75","0.52","1.107","-0.084","GEOID12A  ","0.45","0.45",
"CRMS0392-H01","0.08060385","2021","1/1/2021 12:00:00 AM","12/31/2021 11:00:00 PM","1.45","0.08","0.77","0.54","1.221","-0.149","GEOID12A  ","0.53","0.53",
"CRMS0394-M01","0.2113595","2007","1/1/2007 12:00:00 AM","12/31/2007 11:00:00 PM","1.66","0.65","1.14","0.2","0.64","-0.2","GEOID99   ","0.38","0.33",
"CRMS0394-M01","0.2284943","2008","1/1/2008 12:00:00 AM","12/31/2008 11:00:00 PM","1.76","0.7","1.27","0.27","0.72","-0.18","GEOID99   ","0.52","0.37",
"CRMS0394-M01","0.2212636","2009","1/1/2009 12:00:00 AM","12/31/2009 11:00:00 PM","1.84","0.75","1.28","0.31","0.83","-0.19","GEOID99   ","0.42","0.39",
"CRMS0394-M01","0.1998146","2010","1/1/2010 12:00:00 AM","12/31/2010 11:00:00 PM","1.88","0.65","1.28","0.12","0.62","-0.33","GEOID99   ","0.47","0.37",
"CRMS0394-M01","0.2472873","2011","1/1/2011 12:00:00 AM","12/31/2011 11:00:00 PM","1.65","0.67","1.2","0.01","0.42","-0.44","GEOID99   ","0.43","0.35",
"CRMS0394-M01","0.257596","2012","1/1/2012 12:00:00 AM","12/31/2012 11:00:00 PM","1.8","0.72","1.31","0.19","0.56","-0.16","GEOID99   ","0.43","0.31",
"CRMS0394-M01","0.2683447","2013","1/1/2013 12:00:00 AM","9/30/2013 11:00:00 PM","1.78","0.33","1.08","0.3","0.77","-0.14","GEOID99   ","0.57","0.36",
"CRMS0394-M01","0.2683447","2013","10/1/2013 12:00:00 AM","12/31/2013 11:00:00 PM","1.78","0.33","1.08","0.3","0.77","-0.14","GEOID12A  ","0.57","0.36",
"CRMS0394-M01","0.2157851","2014","1/1/2014 12:00:00 AM","12/31/2014 11:00:00 PM","0.91","-0.16","0.39","0.09","0.51","-0.3","GEOID12A  ","0.41","0.31",
"CRMS0394-M01","0.2756003","2015","1/1/2015 12:00:00 AM","12/31/2015 11:00:00 PM","1.07","-0.07","0.51","0.22","0.706","-0.214","GEOID12A  ","0.46","0.37",
"CRMS0394-M01","0.2847137","2016","1/1/2016 12:00:00 AM","12/31/2016 11:00:00 PM","1.26","0.16","0.73","0.32","0.739","-0.001","GEOID12A  ","0.43","0.31",
"CRMS0394-M01","0.2110416","2017","1/1/2017 12:00:00 AM","12/31/2017 11:00:00 PM","1.14","-0.02","0.6","0.27","0.676","-0.147","GEOID12A  ","0.48","0.36",
"CRMS0395-M01","0.3485355","2006","3/23/2006 1:00:00 PM","12/31/2006 11:00:00 PM","1.54","0.51","1.02","0.19","0.51","-0.12","GEOID99   ","0.44","0.29",
"CRMS0395-M01","0.3549238","2007","1/1/2007 12:00:00 AM","12/31/2007 11:00:00 PM","1.7","0.47","1.1","0.28","0.7","-0.14","GEOID99   ","0.48","0.31",
"CRMS0395-M01","0.3576394","2008","1/1/2008 12:00:00 AM","12/31/2008 11:00:00 PM","1.81","0.6","1.26","0.45","0.89","0.02","GEOID99   ","0.58","0.36",
"CRMS0395-M01","0.342883","2009","1/1/2009 12:00:00 AM","12/31/2009 11:00:00 PM","1.88","0.48","1.21","0.38","0.83","-0.09","GEOID99   ","0.54","0.35",
"CRMS0395-M01","0.3524202","2010","1/1/2010 12:00:00 AM","12/31/2010 11:00:00 PM","1.88","0.44","1.18","0.06","0.51","-0.35","GEOID99   ","0.55","0.34",
"CRMS0395-M01","0.3601796","2011","1/1/2011 12:00:00 AM","12/31/2011 11:00:00 PM","1.67","0.39","1.08","-0.01","0.38","-0.47","GEOID99   ","0.54","0.35",
"CRMS0395-M01","0.3857101","2012","1/1/2012 12:00:00 AM","12/31/2012 11:00:00 PM","1.85","0.77","1.33","0.14","0.48","-0.2","GEOID99   ","0.46","0.28",
"CRMS0395-M01","0.3414156","2013","10/1/2013 12:00:00 AM","12/31/2013 11:00:00 PM","1.82","0.08","1.02","0.12","0.63","-0.37","GEOID12A  ","0.68","0.48",
"CRMS0395-M01","0.3414156","2013","1/1/2013 12:00:00 AM","9/30/2013 11:00:00 PM","1.82","0.08","1.02","0.12","0.63","-0.37","GEOID99   ","0.68","0.48",
"CRMS0395-M01","0.2919676","2014","1/1/2014 12:00:00 AM","12/31/2014 11:00:00 PM","0.74","-0.42","0.18","0.19","0.58","-0.2","GEOID12A  ","0.46","0.31",
"CRMS0395-M01","0.3572482","2015","1/1/2015 12:00:00 AM","12/31/2015 11:00:00 PM","0.91","-0.38","0.3","0.35","0.841","-0.202","GEOID12A  ","0.53","0.41",
"CRMS0395-M01","0.3342671","2016","1/1/2016 12:00:00 AM","12/31/2016 11:00:00 PM","1.11","-0.06","0.54","0.5","0.995","-0.025","GEOID12A  ","0.46","0.38",
"CRMS0395-M01","0.3206148","2017","1/1/2017 12:00:00 AM","12/31/2017 11:00:00 PM","1","-0.26","0.42","0.07","0.541","-0.476","GEOID12A  ","0.53","0.41",
"CRMS0396-M01","0.3767771","2006","3/28/2006 1:00:00 PM","12/31/2006 11:00:00 PM","1.45","0.45","0.95","0.13","0.41","-0.17","GEOID99   ","0.45","0.26",
"CRMS0396-M01","0.3701941","2007","1/1/2007 12:00:00 AM","12/31/2007 11:00:00 PM","1.65","0.41","1.03","0.15","0.54","-0.17","GEOID99   ","0.49","0.28",
"CRMS0396-M01","0.3647035","2008","1/1/2008 12:00:00 AM","12/31/2008 11:00:00 PM","1.78","0.43","1.14","0.3","0.73","-0.07","GEOID99   ","0.63","0.35",
"CRMS0396-M01","0.403545","2009","1/1/2009 12:00:00 AM","12/31/2009 11:00:00 PM","1.84","0.5","1.2","0.22","0.65","-0.09","GEOID99   ","0.54","0.32",
"CRMS0396-M01","0.4294151","2010","1/1/2010 12:00:00 AM","12/31/2010 11:00:00 PM","1.85","0.36","1.13","-0.1","0.29","-0.49","GEOID99   ","0.59","0.31",
"CRMS0396-M01","0.4252868","2011","1/1/2011 12:00:00 AM","12/31/2011 11:00:00 PM","1.67","0.41","1.09","-0.27","0.02","-0.56","GEOID99   ","0.54","0.26",
"CRMS0396-M01","0.4272637","2012","1/1/2012 12:00:00 AM","12/31/2012 11:00:00 PM","1.8","0.6","1.24","-0.14","0.18","-0.43","GEOID99   ","0.49","0.26",
"CRMS0396-M01","0.4064001","2013","1/1/2013 12:00:00 AM","9/30/2013 11:00:00 PM","1.82","0.14","1.04","-0.05","0.35","-0.45","GEOID99   ","0.66","0.32",
"CRMS0396-M01","0.4064001","2013","10/1/2013 12:00:00 AM","12/31/2013 11:00:00 PM","1.82","0.14","1.04","-0.05","0.35","-0.45","GEOID12A  ","0.66","0.32",
"CRMS0396-M01","0.4008835","2014","1/1/2014 12:00:00 AM","12/31/2014 11:00:00 PM","0.78","-0.46","0.18","-0.15","0.196","-0.46","GEOID12A  ","0.5","0.28",
"CRMS0396-M01","0.3940303","2015","1/1/2015 12:00:00 AM","12/31/2015 11:00:00 PM","1.02","-0.3","0.39","-0.07","0.373","-0.466","GEOID12A  ","0.55","0.34",
"CRMS0396-M01","0.3945545","2016","1/1/2016 12:00:00 AM","12/31/2016 11:00:00 PM","1.34","-0.01","0.7","0.18","0.624","-0.144","GEOID12A  ","0.53","0.3",
"CRMS0396-M01","0.3969268","2017","1/1/2017 12:00:00 AM","12/31/2017 11:00:00 PM","1.06","-0.35","0.41","0.19","0.626","-0.143","GEOID12A  ","0.61","0.33",
"CRMS0397-H01","0.4363614","2007","1/1/2007 12:00:00 AM","12/31/2007 11:00:00 PM","1.57","0.23","0.93","-0.07","0.57","-0.77","GEOID99   ","0.51","0.51",
"CRMS0397-H01","0.4300768","2009","1/1/2009 12:00:00 AM","12/31/2009 11:00:00 PM","1.78","0.25","1.06","0.06","0.78","-0.75","GEOID99   ","0.61","0.61",
"CRMS0397-H01","0.4787842","2010","1/1/2010 12:00:00 AM","12/31/2010 11:00:00 PM","1.76","0.17","0.99","-0.01","0.76","-0.83","GEOID99   ","0.61","0.61",
"CRMS0397-H01","0.4619847","2011","1/1/2011 12:00:00 AM","12/31/2011 11:00:00 PM","1.51","0.23","0.91","-0.08","0.51","-0.77","GEOID99   ","0.56","0.56",
"CRMS0397-H01","0.4629171","2012","1/1/2012 12:00:00 AM","12/31/2012 11:00:00 PM","1.71","0.43","1.12","0.13","0.71","-0.57","GEOID99   ","0.58","0.58",
"CRMS0397-H01","0.4654187","2013","1/1/2013 12:00:00 AM","9/30/2013 11:00:00 PM","1.69","-0.02","0.9","0.12","0.77","-0.63","GEOID99   ","0.66","0.54",
"CRMS0397-H01","0.4654187","2013","10/1/2013 12:00:00 AM","12/31/2013 11:00:00 PM","1.69","-0.02","0.9","0.12","0.77","-0.63","GEOID12A  ","0.66","0.54",
"CRMS0397-H01","0.4321496","2014","1/1/2014 12:00:00 AM","12/31/2014 11:00:00 PM","0.69","-0.54","0.1","-0.04","0.551","-0.683","GEOID12A  ","0.5","0.5",
"CRMS0397-H01","0.4615532","2015","1/1/2015 12:00:00 AM","12/31/2015 11:00:00 PM","0.85","-0.46","0.22","0.07","0.705","-0.606","GEOID12A  ","0.55","0.55",
"CRMS0397-H01","0.4725489","2016","1/1/2016 12:00:00 AM","12/31/2016 11:00:00 PM","1.14","-0.17","0.5","0.36","0.993","-0.315","GEOID12A  ","0.52","0.52",
"CRMS0397-H01","0.4798532","2017","1/1/2017 12:00:00 AM","12/31/2017 11:00:00 PM","1","-0.44","0.33","0.18","0.855","-0.582","GEOID12A  ","0.6","0.6",
"CRMS0397-H01","0.5066438","2018","1/1/2018 12:00:00 AM","12/31/2018 11:00:00 PM","0.81","-0.53","0.18","0.04","0.67","-0.67","GEOID12A  ","0.55","0.55",
"CRMS0397-H01","0.5319375","2019","1/1/2019 12:00:00 AM","12/31/2019 11:00:00 PM","1.26","-0.21","0.57","0.43","1.117","-0.349","GEOID12A  ","0.62","0.62",
"CRMS0397-H01","0.5789151","2020","1/1/2020 12:00:00 AM","12/31/2020 11:00:00 PM","1.32","-0.19","0.6","0.45","1.176","-0.33","GEOID12A  ","0.63","0.63",
"CRMS0398-H01","0.2451515","2010","3/24/2010 12:00:00 PM","12/31/2010 11:00:00 PM","1.87","0.63","1.25","-0.2","0.41","-0.83","GEOID99   ","0.5","0.5",
"CRMS0398-H01","0.2367699","2011","1/1/2011 12:00:00 AM","12/31/2011 11:00:00 PM","1.55","0.45","1.07","-0.39","0.1","-1.01","GEOID99   ","0.48","0.48",
"CRMS0398-H01","0.2496714","2012","1/1/2012 12:00:00 AM","12/31/2012 11:00:00 PM","1.69","0.71","1.23","-0.23","0.23","-0.74","GEOID99   ","0.4","0.4",
"CRMS0398-H01","0.2493283","2013","10/1/2013 12:00:00 AM","12/31/2013 11:00:00 PM","1.74","0.25","1.06","-0.21","0.33","-0.835","GEOID12A  ","0.57","0.45",
"CRMS0398-H01","0.2493283","2013","1/1/2013 12:00:00 AM","9/30/2013 11:00:00 PM","1.74","0.25","1.06","-0.21","0.33","-0.835","GEOID99   ","0.57","0.45",
"CRMS0398-H01","0.236312","2014","1/1/2014 12:00:00 AM","12/31/2014 11:00:00 PM","0.9","-0.18","0.37","-0.35","0.185","-0.895","GEOID12A  ","0.43","0.43",
"CRMS0398-H01","0.2415524","2015","1/1/2015 12:00:00 AM","12/31/2015 11:00:00 PM","1.07","-0.11","0.5","-0.22","0.354","-0.825","GEOID12A  ","0.47","0.47",
"CRMS0398-H01","0.2490236","2016","1/1/2016 12:00:00 AM","12/31/2016 11:00:00 PM","1.31","0.21","0.77","0.05","0.593","-0.506","GEOID12A  ","0.44","0.44",
"CRMS0398-H01","0.2560331","2017","1/1/2017 12:00:00 AM","12/31/2017 11:00:00 PM","1.19","-0.07","0.61","-0.11","0.473","-0.783","GEOID12A  ","0.51","0.51",
"CRMS0398-H01","0.2738267","2018","1/1/2018 12:00:00 AM","12/31/2018 11:00:00 PM","1.17","0.02","0.59","-0.12","0.457","-0.697","GEOID12A  ","0.5","0.5",
"CRMS0398-H01","0.2887413","2019","1/1/2019 12:00:00 AM","12/31/2019 11:00:00 PM","1.44","0.29","0.88","0.16","0.729","-0.427","GEOID12A  ","0.49","0.49",
"CRMS0398-H01","0.322531","2020","1/1/2020 12:00:00 AM","12/31/2020 11:00:00 PM","1.45","0.18","0.84","0.13","0.738","-0.539","GEOID12A  ","0.52","0.52",
"CRMS0398-H01","0.3572856","2021","1/1/2021 12:00:00 AM","12/31/2021 11:00:00 PM","1.36","0.04","0.71","0","0.64","-0.679","GEOID12A  ","0.51","0.51",
"CRMS0398-W01","0.02593913","2007","1/1/2007 12:00:00 AM","12/31/2007 11:00:00 PM","1.57","0.81","1.21","-0.24","0.12","-0.65","GEOID99   ","0.3","0.3",
"CRMS0398-W01","0.04490649","2008","1/1/2008 12:00:00 AM","12/31/2008 11:00:00 PM","1.73","1.2","1.47","0.01","0.29","-0.26","GEOID99   ","0.38","0.39",
"CRMS0398-W01","0.03957884","2009","1/1/2009 12:00:00 AM","12/31/2009 11:00:00 PM","1.79","0.84","1.36","-0.09","0.34","-0.61","GEOID99   ","0.35","0.35",
"CRMS0398-W01","0.04691819","2010","1/1/2010 12:00:00 AM","9/30/2010 9:00:00 AM","1.89","1.03","1.51","0.05","0.44","-0.43","GEOID99   ","0.33","0.33",
"CRMS0399-H01","0.1920608","2007","1/1/2007 12:00:00 AM","12/31/2007 11:00:00 PM","1.59","0.6","1.08","-0.53","-0.021","-1.011","GEOID99   ","0.39","0.39",
"CRMS0399-H01","0.2216788","2008","1/1/2008 12:00:00 AM","12/31/2008 11:00:00 PM","1.65","0.68","1.17","-0.44","0.03","-0.93","GEOID99   ","0.47","0.47",
"CRMS0399-H01","0.2998615","2009","1/1/2009 12:00:00 AM","12/31/2009 11:00:00 PM","1.8","0.62","1.2","-0.41","0.18","-0.99","GEOID99   ","0.46","0.46",
"CRMS0399-H01","0.4792266","2010","1/1/2010 12:00:00 AM","12/31/2010 11:00:00 PM","1.68","0.28","0.97","-0.64","0.066","-1.34","GEOID99   ","0.56","0.56",
"CRMS0399-H01","0.612348","2011","1/1/2011 12:00:00 AM","12/31/2011 11:00:00 PM","1.61","0.2","0.96","-0.66","0","-1.41","GEOID99   ","0.59","0.59",
"CRMS0399-H01","0.399543","2012","1/1/2012 12:00:00 AM","12/31/2012 11:00:00 PM","1.69","0.66","1.19","-0.43","0.08","-0.95","GEOID99   ","0.46","0.46",
"CRMS0399-H01","0.5477329","2013","10/1/2013 12:00:00 AM","12/31/2013 11:00:00 PM","1.69","0.04","0.92","-0.43","0.228","-1.172","GEOID12A  ","0.65","0.55",
"CRMS0399-H01","0.5477329","2013","1/1/2013 12:00:00 AM","9/30/2013 11:00:00 PM","1.69","0.04","0.92","-0.43","0.228","-1.172","GEOID99   ","0.65","0.55",
"CRMS0399-H01","0.5802357","2014","1/1/2014 12:00:00 AM","12/31/2014 11:00:00 PM","0.82","-0.59","0.17","-0.4","0.243","-1.164","GEOID12A  ","0.54","0.54",
"CRMS0399-H01","0.600317","2015","1/1/2015 12:00:00 AM","12/31/2015 11:00:00 PM","0.97","-0.48","0.3","-0.27","0.4","-1.047","GEOID12A  ","0.58","0.58",
"CRMS0399-H01","0.5599299","2016","1/1/2016 12:00:00 AM","12/31/2016 11:00:00 PM","1.19","-0.15","0.57","0","0.621","-0.724","GEOID12A  ","0.52","0.52",
"CRMS0399-H01","0.5939223","2017","1/1/2017 12:00:00 AM","12/31/2017 11:00:00 PM","1.09","-0.4","0.41","-0.16","0.516","-0.967","GEOID12A  ","0.6","0.6",
"CRMS0399-H01","0.637701","2018","1/1/2018 12:00:00 AM","12/31/2018 11:00:00 PM","1.11","-0.42","0.4","-0.17","0.534","-0.996","GEOID12A  ","0.62","0.62",
"CRMS0399-H01","0.6433929","2019","1/1/2019 12:00:00 AM","12/31/2019 11:00:00 PM","1.29","-0.13","0.64","0.07","0.717","-0.703","GEOID12A  ","0.58","0.58",
"CRMS0399-H01","0.3896317","2020","1/1/2020 12:00:00 AM","12/31/2020 11:00:00 PM","1.36","0.08","0.76","0.19","0.783","-0.488","GEOID12A  ","0.54","0.54",
"CRMS0399-H01","0.4370427","2021","1/1/2021 12:00:00 AM","12/31/2021 11:00:00 PM","1.25","-0.04","0.65","0.07","0.675","-0.611","GEOID12A  ","0.49","0.49",
"CRMS0400-H01","0.03579151","2006","2/17/2006 3:00:00 PM","12/31/2006 11:00:00 PM","1.65","0.86","1.27","0.04","0.42","-0.37","GEOID99   ","0.34","0.34",
"CRMS0400-H01","0.03627327","2007","1/1/2007 12:00:00 AM","12/31/2007 11:00:00 PM","1.92","0.86","1.37","0.14","0.69","-0.37","GEOID99   ","0.39","0.39",
"CRMS0400-H01","0.03866799","2008","1/1/2008 12:00:00 AM","12/31/2008 11:00:00 PM","1.83","0.97","1.42","0.19","0.6","-0.26","GEOID99   ","0.34","0.34",
"CRMS0400-H01","0.03398759","2009","1/1/2009 12:00:00 AM","12/31/2009 11:00:00 PM","1.99","0.87","1.49","0.26","0.76","-0.36","GEOID99   ","0.44","0.44",
"CRMS0400-H01","0.03773088","2010","1/1/2010 12:00:00 AM","12/31/2010 11:00:00 PM","2.06","0.8","1.43","0.2","0.83","-0.43","GEOID99   ","0.48","0.48",
"CRMS0400-H01","0.02727391","2011","1/1/2011 12:00:00 AM","12/31/2011 11:00:00 PM","1.83","0.79","1.41","0.18","0.6","-0.44","GEOID99   ","0.47","0.47",
"CRMS0400-H01","0.05386543","2012","1/1/2012 12:00:00 AM","12/31/2012 11:00:00 PM","2.08","1.04","1.59","0.35","0.85","-0.19","GEOID99   ","0.44","0.44",
"CRMS0400-H01","0.03985076","2013","10/1/2013 12:00:00 AM","12/31/2013 11:00:00 PM","2.04","0.36","1.32","0.31","0.83","-0.386","GEOID12A  ","0.65","0.45",
"CRMS0400-H01","0.03985076","2013","1/1/2013 12:00:00 AM","9/30/2013 11:00:00 PM","2.04","0.36","1.32","0.31","0.83","-0.386","GEOID99   ","0.65","0.45",
"CRMS0400-H01","0.03080909","2014","1/1/2014 12:00:00 AM","12/31/2014 11:00:00 PM","0.73","-0.22","0.25","-0.11","0.364","-0.586","GEOID12A  ","0.38","0.38",
"CRMS0400-H01","0.02825767","2015","1/1/2015 12:00:00 AM","12/31/2015 11:00:00 PM","0.97","-0.2","0.44","0.07","0.603","-0.565","GEOID12A  ","0.47","0.47",
"CRMS0400-H01","0.0160802","2016","1/1/2016 12:00:00 AM","12/31/2016 11:00:00 PM","1.23","0.27","0.76","0.39","0.86","-0.098","GEOID12A  ","0.38","0.38",
"CRMS0400-H01","0.04554927","2017","1/1/2017 12:00:00 AM","12/31/2017 11:00:00 PM","1.44","0.02","0.77","0.4","1.073","-0.345","GEOID12A  ","0.6","0.6",
"CRMS0400-H01","0.03678345","2018","1/1/2018 12:00:00 AM","12/31/2018 11:00:00 PM","1.19","0.08","0.6","0.23","0.824","-0.291","GEOID12A  ","0.47","0.47",
"CRMS0400-H01","0.02982037","2019","1/1/2019 12:00:00 AM","12/31/2019 11:00:00 PM","1.34","0.26","0.82","0.45","0.975","-0.108","GEOID12A  ","0.44","0.44",
"CRMS0400-H01","0.02859114","2020","1/1/2020 12:00:00 AM","12/31/2020 11:00:00 PM","1.37","0.24","0.82","0.46","0.999","-0.125","GEOID12A  ","0.44","0.44",
"CRMS0400-H01","0.04350591","2021","1/1/2021 12:00:00 AM","12/31/2021 11:00:00 PM","1.42","0.05","0.78","0.41","1.051","-0.312","GEOID12A  ","0.54","0.54",
"CRMS0403-H01","0.08781838","2010","4/5/2010 3:00:00 PM","12/31/2010 11:00:00 PM","2.63","1.14","1.98","0.1","0.752","-0.738","GEOID99   ","0.59","0.59",
"CRMS0403-H01","0.05359686","2011","1/1/2011 12:00:00 AM","12/31/2011 11:00:00 PM","2.63","0.92","1.79","-0.08","0.752","-0.958","GEOID99   ","0.64","0.64",
"CRMS0403-H01","0.0927067","2012","1/1/2012 12:00:00 AM","12/31/2012 11:00:00 PM","2.48","1.25","1.8","-0.08","0.602","-0.63","GEOID99   ","0.46","0.46",
"CRMS0403-H01","0.06775311","2013","1/1/2013 12:00:00 AM","9/30/2013 11:00:00 PM","2.84","0.77","1.98","0.41","1.04","-0.17","GEOID99   ","0.73","0.45",
"CRMS0403-H01","0.06775311","2013","10/1/2013 12:00:00 AM","12/31/2013 11:00:00 PM","2.84","0.77","1.98","0.41","1.04","-0.17","GEOID12A  ","0.73","0.45",
"CRMS0403-H01","0.0715628","2014","1/1/2014 12:00:00 AM","12/31/2014 11:00:00 PM","1.51","0.36","0.87","0.8","1.439","0.287","GEOID12A  ","0.44","0.44",
"CRMS0403-H01","0.05105032","2015","1/1/2015 12:00:00 AM","12/31/2015 11:00:00 PM","2.08","0.51","1.37","1.3","2.01","0.438","GEOID12A  ","0.58","0.58",
"CRMS0403-H01","0.03875118","2016","1/1/2016 12:00:00 AM","12/31/2016 11:00:00 PM","1.93","0.72","1.34","1.27","1.856","0.647","GEOID12A  ","0.49","0.49",
"CRMS0403-H01","0.06393339","2017","1/1/2017 12:00:00 AM","12/31/2017 11:00:00 PM","2.42","0.51","1.26","1.18","2.348","0.442","GEOID12A  ","0.69","0.69",
"CRMS0403-H01","0.04424182","2018","1/1/2018 12:00:00 AM","12/31/2018 11:00:00 PM","2.22","0.55","1.35","1.28","2.154","0.479","GEOID12A  ","0.66","0.66",
"CRMS0403-H01","0.02340901","2019","1/1/2019 12:00:00 AM","12/31/2019 11:00:00 PM","3","1.23","2.03","1.96","2.932","1.159","GEOID12A  ","0.69","0.69",
"CRMS0403-H01","0.04508929","2020","1/1/2020 12:00:00 AM","12/31/2020 11:00:00 PM","2.58","0.76","1.71","1.64","2.511","0.685","GEOID12A  ","0.7","0.7",
"CRMS0403-H01","0.06820951","2021","1/1/2021 12:00:00 AM","12/31/2021 11:00:00 PM","2.25","0.62","1.28","1.21","2.18","0.548","GEOID12A  ","0.63","0.63",
"CRMS0403-W01","0.0188147","2009","1/1/2009 12:00:00 AM","12/31/2009 11:00:00 PM","1.03","-0.31","0.32","-0.9","-0.188","-1.528","GEOID99   ","0.52","0.52",
"CRMS0403-W01","0.02800383","2010","1/1/2010 12:00:00 AM","10/11/2010 11:00:00 AM","0.89","0.07","0.48","-0.74","-0.33","-1.15","GEOID99   ","0.33","0.33",
"CRMS0409-M01","0.06878157","2008","1/15/2008 11:00:00 AM","12/31/2008 11:00:00 PM","2.39","0.94","1.66","0.25","0.69","-0.22","GEOID99   ","0.58","0.4",
"CRMS0409-M01","0.06682024","2009","1/1/2009 12:00:00 AM","12/31/2009 11:00:00 PM","2.13","1.01","1.64","0.3","0.76","-0.32","GEOID99   ","0.43","0.39",
"CRMS0409-M01","0.09248145","2010","1/1/2010 12:00:00 AM","12/31/2010 11:00:00 PM","2.03","0.92","1.54","0.14","0.48","-0.29","GEOID99   ","0.45","0.29",
"CRMS0409-M01","0.09723795","2011","1/1/2011 12:00:00 AM","12/31/2011 11:00:00 PM","2.01","0.63","1.39","0.25","0.98","-0.31","GEOID99   ","0.53","0.45",
"CRMS0409-M01","0.1373774","2012","1/1/2012 12:00:00 AM","12/31/2012 11:00:00 PM","1.89","1.02","1.44","0.08","0.55","-0.35","GEOID99   ","0.35","0.38",
"CRMS0409-M01","0.08785249","2013","1/1/2013 12:00:00 AM","9/30/2013 11:00:00 PM","2.05","0.38","1.37","0.2","0.47","-0.07","GEOID99   ","0.63","0.22",
"CRMS0409-M01","0.08785249","2013","10/1/2013 12:00:00 AM","12/31/2013 11:00:00 PM","2.05","0.38","1.37","0.2","0.47","-0.07","GEOID12A  ","0.63","0.22",
"CRMS0409-M01","0.08483122","2014","1/1/2014 12:00:00 AM","12/31/2014 11:00:00 PM","0.98","0","0.48","0.03","0.33","-0.286","GEOID12A  ","0.37","0.23",
"CRMS0409-M01","0.04860663","2015","1/1/2015 12:00:00 AM","12/31/2015 11:00:00 PM","1.38","0.05","0.82","0.24","0.665","-0.248","GEOID12A  ","0.49","0.37",
"CRMS0409-M01","0.0723463","2016","1/1/2016 12:00:00 AM","12/31/2016 11:00:00 PM","1.42","0.48","0.96","0.28","0.704","-0.123","GEOID12A  ","0.37","0.31",
"CRMS0411-M01","0.05052022","2009","1/1/2009 12:00:00 AM","12/31/2009 11:00:00 PM","2.18","0.96","1.63","0.01","0.61","-0.43","GEOID99   ","0.47","0.38",
"CRMS0411-M01","0.08114623","2010","1/1/2010 12:00:00 AM","12/31/2010 11:00:00 PM","2","0.94","1.53","-0.04","0.43","-0.56","GEOID99   ","0.43","0.36",
"CRMS0411-M01","0.08757909","2011","1/1/2011 12:00:00 AM","12/31/2011 11:00:00 PM","2.08","0.67","1.42","0.04","0.39","-0.37","GEOID99   ","0.53","0.3",
"CRMS0411-M01","0.123715","2012","1/1/2012 12:00:00 AM","12/31/2012 11:00:00 PM","1.92","1.04","1.46","-0.07","0.26","-0.38","GEOID99   ","0.35","0.25",
"CRMS0411-M01","0.07669686","2013","1/1/2013 12:00:00 AM","9/30/2013 11:00:00 PM","2.17","0.38","1.42","0.02","0.45","-0.37","GEOID99   ","0.67","0.32",
"CRMS0411-M01","0.07669686","2013","10/1/2013 12:00:00 AM","12/31/2013 11:00:00 PM","2.17","0.38","1.42","0.02","0.45","-0.37","GEOID12A  ","0.67","0.32",
