system:index,Accretion1,Accretion_,Average_Ac,Average_He,Average__1,Average__2,Basins,Bulk_Densi,Community,Delta_Ti_1,Delta_time,Distance_1,Distance_2,Distance_3,Distance_4,Distance_t,Dry_Soil_p,Dry_Volume,Flood_Dept,Fluvial_Do,Latitude,Latitude_1,Longitude,Longitude_,Mineral_Ma,OBJECTID,Observed_P,Organic_De,Organic_Ma,Organic__1,Organic__2,Organic__3,Simple_sit,Soil_Moist,Soil_Por_1,Soil_Porew,Soil_Salin,Staff_Gaug,Total_Mass,Total_Reco,Verified_P,Wet_Soil_p,Wet_Volume,Land_Lost_m2,Land_Gained_m2,marshType,.geo
138,0,10.54913295,1.054913295,142.03,0,70.1,Brenton Sound,0.15,Intermediate,0.980821918,358,9623.999084,9155.26133,34242.23511,3000.601458,95891.26717,6.36,83.16,0,9.963765201,29.84045772,29.84045772,-89.82398465,-89.82398465,745.2962428,313,382,0.078,837.0736994,52.9,0.529,52.9,CRMS4355,83.74,1.3,2497.5,1.5,0.78,1582.369942,0,401,6.32,324.29,14079.89596,36928.11932,Organic_Fluvial_Marsh,"{""type"":""Polygon"",""coordinates"":[[[-89.82398514468231,29.849455119324688],[-89.82688309206706,29.849096932828008],[-89.82955030454343,29.848050892338808],[-89.83177443190215,29.84640028245035],[-89.8333784242249,29.844276517721877],[-89.83423462798044,29.841848673959436],[-89.83427493966691,29.839310022249922],[-89.83349621114155,29.836862639989995],[-89.83196048128032,29.83470132530377],[-89.82979002143585,29.832998095328495],[-89.8271575941413,29.831888500987276],[-89.82427270311223,29.831460845303713],[-89.82136492845059,29.831749160933263],[-89.81866566991819,29.832730503888758],[-89.81638974595066,29.834326778030203],[-89.81471830738299,29.836410945666486],[-89.81378442181422,29.838817131729034],[-89.81366247485418,29.8413538197278],[-89.81436223395784,29.843819091493796],[-89.8158280520643,29.84601669917685],[-89.8179432803193,29.847771690384636],[-89.82053954386969,29.848944341514667],[-89.82341014533354,29.849441287963533],[-89.82398514468231,29.849455119324688]]]}"
7,2.344264981,7.137846001,0.7137846,147.32,14.5,60,Unammed_basin,0.355,Swamp,2.098630137,766,46169.30382,10210.21068,69030.42111,9758.935016,93751.40618,5.405,138,135.76,2.030600386,30.26712865,30.26712865,-89.66471763,-89.66471763,1989.139234,8,230,0.073,544.796096,21.5,0.215,21.5,CRMS0035,64.475,0.4,847,0.25,1.2,2533.93533,380.0375,224,6.375,324.145,0,0,Mineral_Fluvial_Marsh,"{""type"":""Polygon"",""coordinates"":[[[-89.66471896195091,30.276127593411076],[-89.66762942728094,30.27576940636629],[-89.67030816000785,30.274723364403844],[-89.67254189203948,30.273072752576855],[-89.67415280872183,30.270948986049603],[-89.67501270587158,30.268521141189513],[-89.67505318708571,30.265982489425966],[-89.67427109204476,30.26353510817241],[-89.6727287287306,30.26137379523886],[-89.67054889711072,30.25967056721565],[-89.66790510557968,30.258560974416813],[-89.6650077616318,30.258133319384708],[-89.6620874353785,30.258421634571565],[-89.6593765244046,30.259402976128335],[-89.65709077375607,30.260999248351393],[-89.65541211619548,30.263083414148216],[-89.65447419441175,30.265489599024193],[-89.6543517163469,30.26802628685961],[-89.65505449304538,30.270491559536534],[-89.65652663841365,30.272689168920564],[-89.65865100060483,30.27444416208855],[-89.66125847764621,30.275616814826208],[-89.66414147880606,30.276113762028345],[-89.66471896195091,30.276127593411076]]]}"
11,2.509726604,8.129175947,0.812917595,124.36,16.5,75,Unammed_basin,0.395,Swamp,1.956164384,714,52098.83026,13992.45119,74649.00365,13992.45119,92518.24126,5.58,130.7,34.972,1.775821852,30.31436351,30.31436351,-89.63543878,-89.63543878,2586.961888,18,312.5,0.0789,624.0626114,19.435,0.19435,19.435,CRMS0086,62.11,0.8,1575,0.2,1.14,3211.024499,380.1125,307,5.85,324.145,0,0,Mineral_Fluvial_Marsh,"{""type"":""Polygon"",""coordinates"":[[[-89.63543726067483,30.323361294930823],[-89.63834912836927,30.32300310782506],[-89.64102915169079,30.32195706569874],[-89.6432639597185,30.320306453656126],[-89.64487565212633,30.318182686928786],[-89.64573596304216,30.31575484194659],[-89.64577646324936,30.313216190177034],[-89.64499399106403,30.310768809035423],[-89.64345088461519,30.308607496296837],[-89.64127000309009,30.30690426849076],[-89.63862493844091,30.30579467586348],[-89.63572619941122,30.30536702090385],[-89.63280446702187,30.30565533604147],[-89.63009225064265,30.30663667744265],[-89.62780539912637,30.308232949452318],[-89.62612593283387,30.310317115044523],[-89.62518755888034,30.312723299788512],[-89.62506502131781,30.315259987605756],[-89.6257681360737,30.317725260384005],[-89.62724099027565,30.319922869957242],[-89.62936637572714,30.32167786334328],[-89.63197510899747,30.322850516259763],[-89.63485949927448,30.323347463545687],[-89.63543726067483,30.323361294930823]]]}"
157,3.295427489,12.84088947,1.284088947,99,26.75,75,Unammed_basin,0.595,Swamp,1.969863014,719,51027.9923,14685.79738,72877.70518,14685.79739,94605.30639,5.3,190.3,141.104,1.853988412,30.31511945,30.31511945,-89.657905,-89.657905,6671.917504,344,310,0.0762,968.4117305,12.675,0.12675,12.675,CRMS6088,51.215,1.3,2497,0.3,1.48,7640.329234,588,310,6.005,324.145,0,0,Mineral_Fluvial_Marsh,"{""type"":""Polygon"",""coordinates"":[[[-89.65790335146788,30.324116795577236],[-89.66081524162014,30.323758608470502],[-89.66349528560954,30.322712566341558],[-89.66573011086852,30.321061954295484],[-89.66734181569902,30.318938187564953],[-89.668202133241,30.316510342580802],[-89.66824263375237,30.313971690811147],[-89.66746015552735,30.311524309671327],[-89.66591703717778,30.309362996935864],[-89.66373613883921,30.307659769133263],[-89.66109105380202,30.306550176508726],[-89.65819229243114,30.306122521550257],[-89.65527053752358,30.306410836687085],[-89.65255830023925,30.307392178085774],[-89.65027143109343,30.308988450092034],[-89.64859195184968,30.31107261568096],[-89.64765357065498,30.31347880042284],[-89.64753103213965,30.31601548823979],[-89.64823415230929,30.318480761019664],[-89.64970701786267,30.320678370595935],[-89.65183241970091,30.32243336398545],[-89.65444117308878,30.323606016904794],[-89.65732558561146,30.324102964192054],[-89.65790335146788,30.324116795577236]]]}"
158,5.074109415,12.56432545,1.256432545,99,30.375,60,Unammed_basin,0.72,Swamp,1.969863014,719,51761.22757,15901.59304,72461.12201,15901.59305,95391.92568,5.51,212.8,195.024,1.842922399,30.325243,30.325243,-89.662767,-89.662767,8101.87911,345,378,0.07425,944.4352156,10.44,0.1044,10.44,CRMS6090,42.91,0.9,1829,0.1,1.88,9046.314325,680.75,378,6.07,324.145,0,0,Mineral_Fluvial_Marsh,"{""type"":""Polygon"",""coordinates"":[[[-89.662765038695,30.334239777215114],[-89.66567722984257,30.333881590095306],[-89.66835755083768,30.332835547931218],[-89.67059260704221,30.331184935838905],[-89.67220447836992,30.32906116906546],[-89.67306488472028,30.326633324055138],[-89.67310538930823,30.324094672284193],[-89.67232283013516,30.32164729116838],[-89.67077955228349,30.319485978474724],[-89.66859842859937,30.31778275071868],[-89.6659530703075,30.316673158130943],[-89.66305400950432,30.316245503188004],[-89.66013195279187,30.31653381831428],[-89.65741943532291,30.3175151596796],[-89.6551323298932,30.3191114316401],[-89.65345267706797,30.32119559718515],[-89.65251419882219,30.32360178189872],[-89.65239164753666,30.326138469711776],[-89.65309484026498,30.328603742513373],[-89.65456785795833,30.330801352130216],[-89.65669347942323,30.332556345566505],[-89.65930250244075,30.333728998524194],[-89.66218721311544,30.334225945829424],[-89.662765038695,30.334239777215114]]]}"
135,0.451604103,10.55367579,1.055367579,115.82,20.5,91.44,Unammed_basin,0.18,Intermediate,2.052054795,749,40227.41405,3560.782265,64323.11498,2763.248868,92261.31043,4.27,73.55,0,2.293493445,30.20208,30.20208,-89.666439,-89.666439,1334.417321,310,440.5,0.05565,565.2443217,29.755,0.29755,29.755,CRMS4110,81.14,1,1994.5,0.4,0.46,1899.661643,627.4375,440,5.95,324.29,42640.82056,6977.083496,Mineral_Fluvial_Marsh,"{""type"":""Polygon"",""coordinates"":[[[-89.66643734881289,30.211080434331503],[-89.66934588834152,30.21072224737057],[-89.67202284875533,30.209676205633553],[-89.67425510317213,30.20802559410318],[-89.67586495458734,30.205901827851164],[-89.67672428353194,30.20347398315903],[-89.67676473866413,30.200935331403745],[-89.67598316153813,30.198487949996203],[-89.67444181873603,30.196326636794474],[-89.67226342890156,30.194623408472577],[-89.66962138568344,30.193513815437736],[-89.66672595753546,30.19308616030596],[-89.66380756226224,30.193374475560557],[-89.6610984439398,30.194355817331346],[-89.65881420506102,30.19595208984794],[-89.65713665809403,30.198036255926212],[-89.65619935725414,30.20044244098375],[-89.65607696089498,30.20297912884416],[-89.65677927335548,30.205444401381705],[-89.65825044531601,30.207642010505467],[-89.66037340231193,30.209397003373525],[-89.66297915423306,30.210569655865193],[-89.6658602477833,30.211066602952073],[-89.66643734881289,30.211080434331503]]]}"
0.00E+00,1.837919884,6.135382829,0.613538283,138.37,8.5,82.3,Calcasieu_Sabine,0.265,Saline,2.032876712,742,152362.5324,1012.665345,9647.749053,1012.665351,33775.58103,6.525,93.36,0,0.221679047,30.02043217,30.02043217,-93.26058804,-93.26058804,1238.348798,231,415,0.0623,387.5276518,23.835,0.23835,23.835,CRMS0656,72.75,14.1,23490,5.3,0.77,1625.87645,355.72375,419,7.02,324.29,18042.61886,3106.781982,Mineral_Oceanic_Marsh,"{""type"":""Polygon"",""coordinates"":[[[-93.2605875988237,30.029429171651497],[-93.26349079360054,30.029070984924196],[-93.26616283524525,30.02802494381512],[-93.2683909887813,30.026374333111008],[-93.26999788372119,30.024250567625682],[-93.27085563570643,30.0218227234014],[-93.27089601845475,30.01928407166915],[-93.27011587871976,30.016836689832658],[-93.2685773681844,30.01467537588389],[-93.26640297979135,30.01297214672996],[-93.26376578873088,30.011862553037716],[-93.26087567757263,30.011434897628252],[-93.25796264141923,30.011723213071537],[-93.25525849830865,30.01270455543851],[-93.25297845510121,30.01430082877278],[-93.2513039904075,30.016384995635093],[-93.25036841289835,30.018791181198374],[-93.25024624330247,30.021327869128413],[-93.25094726734777,30.02379314127769],[-93.25241573777409,30.025990749676442],[-93.25453479487831,30.02774574170901],[-93.2571357590065,30.028918393515458],[-93.26001155829351,30.029415340281265],[-93.2605875988237,30.029429171651497]]]}"
000000000000000000f4,0.339113338,4.917430461,0.491743046,89.61,7.0875,75,Calcasieu_Sabine,0.315,Saline,1.997260274,729,168779.2043,294.8099678,3073.023679,294.8099353,19143.68042,7.32,107.47,0,0.113424403,29.88973863,29.88973863,-93.38551265,-93.38551265,1200.467711,245,497,0.0624,348.5228839,22.5,0.225,22.5,CRMS0685,77.16,22,35282.5,7.9,1.29,1548.990595,330.0425,500,7.39,324.29,30318.15064,82433.62561,Mineral_Oceanic_Marsh,"{""type"":""Polygon"",""coordinates"":[[[-93.38551159390146,29.898737533038716],[-93.38841097345266,29.898379346478965],[-93.39107950394995,29.897333305820254],[-93.39330473016979,29.89568269570874],[-93.39490951470115,29.89355893077329],[-93.39576614101337,29.891131086884553],[-93.39580647209435,29.888592435168814],[-93.39502735840848,29.886145053024684],[-93.39349086962012,29.883983738540138],[-93.39131933756038,29.88228050878947],[-93.38868561009558,29.881170914625738],[-93.38579929434154,29.880743259017127],[-93.3828900836659,29.88103157459573],[-93.38018949199008,29.88201291739029],[-93.37791244376209,29.88360919131099],[-93.37624017927635,29.88569335873562],[-93.37530583192752,29.888099544661625],[-93.37518382420332,29.890636232641597],[-93.37588392854609,29.893101504512416],[-93.37735047054771,29.89529911239119],[-93.3794667438072,29.89705410382453],[-93.38206429028237,29.898226755139536],[-93.38493631038388,29.89872370167508],[-93.38551159390146,29.898737533038716]]]}"
000000000000000000f5,0.583816769,7.036674868,0.703667487,141.42,10.445,94.48,Calcasieu_Sabine,0.255,Saline,2,730,164245.6828,427.7977325,2578.908411,427.7977784,24481.59397,6.76,80.17,0,0.149054718,29.93870426,29.93870426,-93.35738269,-93.35738269,1306.647193,246,403,0.06575,487.7048984,27.18,0.2718,27.18,CRMS0687,75.12,15.6,25670,4.65,1.215,1794.352091,454.55875,407,7.085,324.29,777.2078247,4663.632874,Mineral_Oceanic_Marsh,"{""type"":""Polygon"",""coordinates"":[[[-93.35738034649977,29.947703632562312],[-93.36028115255445,29.94734544593984],[-93.36295099586107,29.94629940511252],[-93.3651773165971,29.944648794779155],[-93.3667828902048,29.942525029637856],[-93.36763993740315,29.940097185623504],[-93.36768028780222,29.937558533901587],[-93.36690079047898,29.935111151872633],[-93.3653635457644,29.93294983758865],[-93.36319094572885,29.931246608061382],[-93.36055592323449,29.93013701407415],[-93.35766818838856,29.929709358540098],[-93.35475754737664,29.929997674068048],[-93.35205562782846,29.93097901670253],[-93.34977745978523,29.932575290403694],[-93.34810437264719,29.93465945761781],[-93.34716956534434,29.937065643408037],[-93.34704749709651,29.939602331369315],[-93.34774794531356,29.942067603344366],[-93.34921520834821,29.944265211417814],[-93.35133252248023,29.946020203075474],[-93.3539313468074,29.947192854574457],[-93.35680477993705,29.9476898011962],[-93.35738034649977,29.947703632562312]]]}"
0000000000000000015b,0.057028416,5.435038264,0.543503826,86.56,5.3975,79.24,Calcasieu_Sabine,0.775,Saline,1.917808219,700,168182.0093,5577.62082,386.666429,386.6664653,27215.05183,7.37,154.605,55.136,0.161819043,29.961535,29.961535,-93.410633,-93.410633,3894.979409,348,271,0.05595,317.1752455,7.53,0.0753,7.53,CRMS6301,43.55,12.4,20845,3.8,1.07,4212.154655,205.83375,275,7.475,324.29,3108.486633,858595.3295,Mineral_Oceanic_Marsh,"{""type"":""Polygon"",""coordinates"":[[[-93.41063177904854,29.970533613575505],[-93.41353325140146,29.970175426923774],[-93.41620370790152,29.969129386017794],[-93.4184305398696,29.967478775580926],[-93.42003648204306,29.965355010343576],[-93.42089372583106,29.96292716627061],[-93.42093408525339,29.960388514545812],[-93.42015440873898,29.957941132570582],[-93.41861681094267,29.955779818380194],[-93.41644371207167,29.95407658895715],[-93.4138080846884,29.952966995052275],[-93.4109196870059,29.952539339553006],[-93.4080083779053,29.952827655057323],[-93.40530583812784,29.95380899761712],[-93.40302714703573,29.955405271215852],[-93.4013536756492,29.957489438331752],[-93.40041865350882,29.959895624058618],[-93.40029655699139,29.962432312011178],[-93.40099716582702,29.96489758403487],[-93.40246476564542,29.96709519219913],[-93.40458256595336,29.968850183961457],[-93.40718198714592,29.970022835546278],[-93.41005608027969,29.97051978220825],[-93.41063177904854,29.970533613575505]]]}"
0000000000000000015c,2.668395598,3.826278409,0.382627841,129.84,2.47375,97.54,Calcasieu_Sabine,0.83,Saline,1.605479452,586,166297.0739,8084.371527,339.3067526,339.3067471,35643.87499,7.1,125.71,0,0.214338558,30.03730546,30.03730546,-93.41884802,-93.41884802,2917.617639,349,406.5,0.06435,258.1934408,8.13,0.0813,8.13,CRMS6302,45.31,10.6,17940,5.725,0.22,3175.81108,181.725,409,7.575,324.29,33890.92212,1004252.403,Mineral_Oceanic_Marsh,"{""type"":""Polygon"",""coordinates"":[[[-93.41884683603513,30.04630292923698],[-93.42175052523424,30.04594474248801],[-93.4244230218952,30.0448987013207],[-93.42665155478774,30.04324809053997],[-93.42825872321956,30.04112432498355],[-93.42911662108305,30.038696480715878],[-93.42915701052716,30.036157828981494],[-93.42837673782462,30.033710447184777],[-93.42683796528723,30.031549133305287],[-93.42466320673648,30.029845904228516],[-93.42202556682194,30.028736310597232],[-93.41913496380984,30.02830865521353],[-93.41622143190531,30.02859697063931],[-93.4135168285574,30.02957831295099],[-93.41123639722481,30.031174586209435],[-93.40956164740196,30.033258752999036],[-93.4086259104741,30.035664938515424],[-93.40850371990109,30.038201626438997],[-93.40920486313253,30.040666898624284],[-93.41067358346716,30.042864507090275],[-93.41279300133515,30.04461949920032],[-93.41539440836345,30.045792151070312],[-93.41827069740225,30.0462890978659],[-93.41884683603513,30.04630292923698]]]}"
0.00E+00,0.237647447,6.71780599,0.671780599,69.49,11.84625,57.91,Calcasieu_Sabine,0.225,Brackish,1.991780822,727,175595.7542,4022.079575,1610.841497,1610.841501,9296.338727,6.72,117.545,0,0.052941706,29.79910767,29.79910767,-93.41683832,-93.41683832,1255.683898,230,404,0.0466,255.8224493,16.925,0.16925,16.925,CRMS0655,70.285,18.2,29433,5.5,1.05,1511.506348,525.9325,405,7.11,324.29,24605.37946,0,Mineral_Oceanic_Marsh,"{""type"":""Polygon"",""coordinates"":[[[-93.41683918713626,29.808107024555834],[-93.41973593567269,29.807748838112015],[-93.42240204485054,29.80670279776492],[-93.42462525236672,29.80505218806344],[-93.4262285815419,29.802928423508455],[-93.42708443158082,29.80050057985189],[-93.42712472703263,29.797961928147593],[-93.42634632092036,29.795514545790596],[-93.42481122634734,29.793353230935324],[-93.42264166404051,29.791650000771757],[-93.42001032510161,29.79054040628178],[-93.41712662669131,29.790112750535375],[-93.41422005409832,29.79040106620763],[-93.41152191152298,29.791382409298038],[-93.40924692865941,29.792978683624504],[-93.4075761814572,29.795062851438217],[-93.40664268243876,29.79746903761521],[-93.40652078634382,29.800005725629727],[-93.40722025645243,29.802470997307868],[-93.40868546859568,29.804668604826862],[-93.41079982209084,29.80642359584558],[-93.41339501172126,29.80759624682054],[-93.4162644256616,29.808093193196758],[-93.41683918713626,29.808107024555834]]]}"
000000000000000000ee,1.327095702,5.492756365,0.549275636,88.39,10.5,64,Calcasieu_Sabine,0.33,Brackish,2.095890411,765,174080.275,990.724295,2372.509318,990.7242382,12902.88429,6.245,98.16,0,0.074120312,29.83175045,29.83175045,-93.41668397,-93.41668397,1413.835488,239,465,0.0725,398.7741121,22,0.22,22,CRMS0672,69.8,17.2,27940,4.775,0.95,1812.6096,547.91875,465,6.755,324.29,17016.12338,4543.432851,Mineral_Oceanic_Marsh,"{""type"":""Polygon"",""coordinates"":[[[-93.41668176046669,29.840751425086165],[-93.41957945528831,29.840393238600615],[-93.42224643533119,29.83934719814134],[-93.42447036890533,29.83769658829225],[-93.4260742215218,29.83557282360031],[-93.42693035075933,29.833144979860162],[-93.4269706590256,29.830606328151752],[-93.42619199842349,29.828158945871387],[-93.42465640239934,29.825997631149566],[-93.42248613164044,29.82429440113464],[-93.41985393363137,29.823184806762093],[-93.41696929385307,29.822757151065304],[-93.414061772433,29.823045466703846],[-93.41136274900092,29.824026809687748],[-93.40908702329715,29.825623083868145],[-93.40741573038044,29.8277072515418],[-93.40648192624678,29.830113437628437],[-93.40635999000256,29.83265012563052],[-93.40705968822319,29.83511539737802],[-93.40852537867049,29.83731300502653],[-93.41064042263855,29.839067996194512],[-93.41323645994466,29.84024064729188],[-93.4161068112312,29.840737593725446],[-93.41668176046669,29.840751425086165]]]}"
000000000000000000f0,2.016736402,9.806587427,0.980658743,103.8,12.2075,85,Calcasieu_Sabine,0.93,Brackish,2.668493151,974,185180.4345,11572.17781,7845.756855,50.40480352,7431.225399,6.45,124.77,149.14,0.040129647,29.77360824,29.77360824,-93.51258715,-93.51258715,8244.594182,241,209,0.0787,875.5321255,9.6,0.096,9.6,CRMS0680,43.02,7.5,12979,1.6,1.175,9120.126307,366.43,209,6.44,324.29,778.5805054,0,Mineral_Oceanic_Marsh,"{""type"":""Polygon"",""coordinates"":[[[-93.51258808471843,29.782607745155193],[-93.51548409517368,29.78224955874396],[-93.51814952509646,29.78120351848443],[-93.5203721663038,29.779552908898182],[-93.52197508720664,29.777429144450124],[-93.52283071947703,29.77500130085881],[-93.52287100493392,29.77246264915772],[-93.52209279731807,29.770015266740902],[-93.52055809386565,29.767853951781447],[-93.51838908413539,29.766150721501855],[-93.51575841525177,29.765041126920188],[-93.51287545108717,29.764613471135064],[-93.50996961855779,29.764901786833622],[-93.50727216303075,29.765883130007175],[-93.50499775956571,29.767479404447677],[-93.50332743800851,29.76956357237074],[-93.50239417697311,29.771969758618255],[-93.5022723121938,29.774506446642487],[-93.50297160438026,29.776971718266477],[-93.5044364434572,29.77916932568436],[-93.50655025839909,29.78092431658656],[-93.5091447868616,29.782096967465968],[-93.51201346969297,29.782593913797403],[-93.51258808471843,29.782607745155193]]]}"
0.00E+00,0.497248928,5.752230433,0.575223043,121.8,7.745,103,Calcasieu_Sabine,0.235,Intermediate,2.02739726,740,177270.5251,11537.27858,535.3568955,535.356866,28173.16782,5.325,95.1,182.448,0.158927536,29.96234457,29.96234457,-93.51068205,-93.51068205,926.9791246,229,354,0.0737,424.7950272,31.425,0.31425,31.425,CRMS0651,72.27,7.7,13595,2.4,1.76,1351.774152,404.395,354,5.795,324.29,1554.159668,104282.4052,Mineral_Oceanic_Marsh,"{""type"":""Polygon"",""coordinates"":[[[-93.51068310319977,29.971344017023736],[-93.51358459921859,29.970985830370953],[-93.51625507749833,29.969939789462188],[-93.5184819276246,29.96828917902164],[-93.52008788288894,29.966165413780885],[-93.52094513365954,29.963737569705838],[-93.52098549340235,29.96119891798094],[-93.52020581052334,29.958751536007618],[-93.51866820018611,29.95659022182055],[-93.51649508359722,29.95488699240121],[-93.51385943472921,29.95377739849926],[-93.51097101350378,29.95334974300123],[-93.50805968067367,29.953638058504705],[-93.5053571188666,29.954619401061848],[-93.50307840919659,29.95621567465694],[-93.50140492416213,29.958299841769353],[-93.50046989439106,29.960706027493966],[-93.50034779686953,29.963242715446217],[-93.50104841141008,29.965707987471635],[-93.50251602319052,29.96790559563912],[-93.50463384076672,29.969660587405173],[-93.50723328315902,29.97083323899304],[-93.51010739973515,29.971330185656438],[-93.51068310319977,29.971344017023736]]]}"
0.00E+00,3.411805328,7.999354099,0.79993541,126.18,14.75,97.53,Calcasieu_Sabine,0.185,Intermediate,2.019178082,737,182935.4145,17210.00245,670.0604718,670.0604346,39595.36907,6.14,68.265,112.808,0.216444526,30.05587827,30.05587827,-93.60428757,-93.60428757,1056.560689,232,256,0.0532,423.3198194,28.605,0.28605,28.605,CRMS0658,81.505,4.3,7769,1.8,1.21,1479.880508,516.52875,256,6.105,324.29,11645.75397,28288.05785,Mineral_Oceanic_Marsh,"{""type"":""Polygon"",""coordinates"":[[[-93.6042900134095,30.064875103810706],[-93.6071942472826,30.064516917037874],[-93.60986724520639,30.06347087580645],[-93.61209619601222,30.061820264941346],[-93.61370366573297,30.059696499306643],[-93.6145617243014,30.057268654991198],[-93.61460212112189,30.05473000325446],[-93.61382170193735,30.052282621501547],[-93.61228264076878,30.050121307698337],[-93.61010747443848,30.04841807870652],[-93.6074693400495,30.04730848514236],[-93.60457819519283,30.046880829787007],[-93.60166411715035,30.047169145193525],[-93.59895900678778,30.04815048744434],[-93.59667814788205,30.049746760619286],[-93.59500308395032,30.051830927328837],[-93.59406717140088,30.05423711279358],[-93.5939449577187,30.05677380071005],[-93.59464623225006,30.05923907293498],[-93.59611522789304,30.061436681475],[-93.59823504319186,30.063191673670346],[-93.60083693813546,30.064364325610306],[-93.60371376670302,30.064861272438677],[-93.6042900134095,30.064875103810706]]]}"
0000000000000000010f,3.179363549,6.768447714,0.676844771,97.53,3.25,76.2,Calcasieu_Sabine,0.41,Intermediate,2.42739726,886,193416.0523,18839.04613,12956.26776,718.4899974,8190.252999,6.465,118.85,116.04,0.04234526,29.76826391,29.76826391,-93.60326754,-93.60326754,2210.754387,272,204,0.09015,564.3091755,20.335,0.20335,20.335,CRMS2219,59.405,8.55,14722,5.55,1.05,2775.063563,387.12125,207,6.85,324.29,778.6379395,0,Mineral_Oceanic_Marsh,"{""type"":""Polygon"",""coordinates"":[[[-93.60326980141308,29.77726167680282],[-93.60616565724582,29.776903490398407],[-93.60883094486977,29.77585745015724],[-93.61105346743966,29.77420684059515],[-93.61265630281251,29.772083076169498],[-93.61351188946202,29.769655232591855],[-93.61355217282505,29.76711658089144],[-93.61277400679272,29.76466919846209],[-93.61123938527713,29.762507883480794],[-93.60907049130752,29.76080465317688],[-93.60643996279548,29.759695058576],[-93.60355715244982,29.75926740278275],[-93.60065147495821,29.759555718486833],[-93.59795416336263,29.760537061677812],[-93.59567988127726,29.76213333614222],[-93.5940096488895,29.764217504088187],[-93.59307643770977,29.766623690350492],[-93.59295457949086,29.76916037837676],[-93.59365383440398,29.7716256499894],[-93.5951185953263,29.77382325738609],[-93.59723229744532,29.77557824826387],[-93.59982668739809,29.77675089912325],[-93.60269521706763,29.77724784544529],[-93.60326980141308,29.77726167680282]]]}"
000000000000000000df,2.16875,5.467458678,0.546745868,87.6,8.125,80,Calcasieu_Sabine,0.16,Brackish,2.035616438,743,163225.8547,280.2402561,12557.67005,0,12706.92422,5.81,82.28,17.508,0.077848722,29.83166774,29.83166774,-93.2928777,-93.2928777,580.9065496,224,237,0.05045,293.8868388,33.595,0.33595,33.595,CRMS0644,81.24,18.3,29700,5.825,0.835,874.7933884,370.60375,237,6.85,324.29,125123.5795,0,Organic_Oceanic_Marsh,"{""type"":""Polygon"",""coordinates"":[[[-93.29287677060236,29.840667310376354],[-93.2957744629837,29.840309123890915],[-93.29844144078078,29.83926308343193],[-93.30066537248256,29.837612473583224],[-93.30226922374918,29.835488708891635],[-93.30312535226669,29.833060865151708],[-93.30316566049991,29.830522213443295],[-93.30238700055408,29.828074831162734],[-93.30085140582308,29.825913516440576],[-93.29868113689115,29.824210286425267],[-93.29604894109747,29.823100692052417],[-93.29316430374676,29.822673036355496],[-93.29025678477355,29.822961351994117],[-93.28755776361304,29.8239426949783],[-93.28528203982492,29.82553896915908],[-93.2836107483155,29.82762313683309],[-93.28267694496869,29.830029322919962],[-93.28255500882798,29.83256601092208],[-93.28325470646035,29.835031282669394],[-93.28472039567421,29.83722889031758],[-93.28683543786165,29.83898388148517],[-93.28943147298178,29.840156532582224],[-93.29230182185108,29.840653479015643],[-93.29287677060236,29.840667310376354]]]}"
0.00E+00,0.747963217,6.611197364,0.661119736,95.4,7.1975,70.1,Calcasieu_Sabine,0.175,Brackish,2.476712329,904,154289.3355,3905.398122,3783.584901,3783.584905,15312.4837,6.2,63.31,0,0.09924525,29.84613936,29.84613936,-93.19803051,-93.19803051,734.4957632,225,501,0.0631,422.4637756,36.515,0.36515,36.515,CRMS0645,82.79,13.7,22650,4.8,0.79,1156.959539,543.23625,501,7.14,324.29,734985.2161,2333.756348,Organic_Oceanic_Marsh,"{""type"":""Polygon"",""coordinates"":[[[-93.198032122822,29.85513850548226],[-93.20093023518666,29.854780318978303],[-93.20359759949382,29.853734278469574],[-93.20582185343699,29.852083668555398],[-93.20742593701902,29.849959903803065],[-93.2082821894514,29.84753206002607],[-93.20832250337203,29.844993408315837],[-93.20754373047771,29.842546026069257],[-93.20600791319107,29.84038471140628],[-93.20383732983166,29.8386814814569],[-93.20120475276265,29.837571887136136],[-93.19831969761093,29.837144231461217],[-93.19541175752619,29.837432547084887],[-93.19271234542096,29.838413890021833],[-93.19043629194309,29.840010164137833],[-93.18876475823292,29.84209433174972],[-93.18783081946891,29.844500517796526],[-93.18770886550907,29.847037205793118],[-93.18840866438288,29.849502477571203],[-93.18987456587921,29.85170008527682],[-93.19198991451456,29.853455076510606],[-93.19458632585281,29.854627727661956],[-93.19745709073811,29.855124674120816],[-93.198032122822,29.85513850548226]]]}"
